Type,SampleID,SiteID,Date,Taxon Code,Taxon name,Abundance,Alkalinity
R,1683308,3609,28/09/2010,GO050A,Gomphonema minutum,4,71
R,1683308,3609,28/09/2010,ZZZ911,Achnanthidium subatomus,10,71
R,1683308,3609,28/09/2010,NA095A,Navicula tripunctata,11,71
R,1683308,3609,28/09/2010,NI9999,Nitzschia sp.,1,71
R,1683308,3609,28/09/2010,NI033A,Nitzschia paleacea,6,71
R,1683308,3609,28/09/2010,DT022A,Diatoma moniliformis,1,71
R,1683308,3609,28/09/2010,NA009A,Navicula lanceolata,3,71
R,1683308,3609,28/09/2010,FR007A,Fragilaria vaucheriae,15,71
R,1683308,3609,28/09/2010,CO005A,Cocconeis pediculus,26,71
R,1683318,1515,28/09/2010,CO001B,Cocconeis placentula var. euglypta,76,70
R,1683318,1515,28/09/2010,MR001A,Meridion circulare,1,70
R,1683318,1515,28/09/2010,NI009C,Nitzschia palea var. debilis,2,70
R,1683318,1515,28/09/2010,RC002A,Rhoicosphenia abbreviata,27,70
R,1683318,1515,28/09/2010,ZZZ982,Navicula claytonii,1,70
R,1683318,1515,28/09/2010,EY011A,Encyonema minutum,1,70
R,1683318,1515,28/09/2010,NA042A,Navicula minima,7,70
R,1683318,1515,28/09/2010,NI015A,Nitzschia dissipata,17,70
R,1683318,1515,28/09/2010,NA751A,Navicula cryptotenella,2,70
R,1683318,1515,28/09/2010,NA084A,Navicula atomus,2,70
R,1683318,1515,28/09/2010,NA023A,Navicula gregaria,25,70
R,1683318,1515,28/09/2010,NI143A,Nitzschia parvula,3,70
R,1683318,1515,28/09/2010,CO005A,Cocconeis pediculus,1,70
R,1683318,1515,28/09/2010,ZZZ897,Planothidium lanceolatum,1,70
R,1683318,1515,28/09/2010,GO013C,Gomphonema parvulum var. exilissimum,6,70
R,1683318,1515,28/09/2010,ZZZ835,Achnanthidium minutissimum type,25,70
R,1683318,1515,28/09/2010,GO080A,Gomphonema pumilum,11,70
R,1683318,1515,28/09/2010,FA021A,Fallacia subhamulata,1,70
R,1683318,1515,28/09/2010,RE001A,Reimeria sinuata,1,70
R,1683318,1515,28/09/2010,NA112A,Navicula minuscula,3,70
R,1683318,1515,28/09/2010,NI024A,Nitzschia sublinearis,1,70
R,1683318,1515,28/09/2010,GO9999,Gomphonema sp.,1,70
R,1683318,1515,28/09/2010,NA095A,Navicula tripunctata,5,70
R,1683318,1515,28/09/2010,GO050A,Gomphonema minutum,30,70
R,1683318,1515,28/09/2010,AM012A,Amphora pediculus,38,70
R,1683318,1515,28/09/2010,EY015A,Encyonema reichardtii,3,70
R,1683318,1515,28/09/2010,NA009A,Navicula lanceolata,22,70
R,1683348,529,24/09/2010,NA023A,Navicula gregaria,12,99
R,1683348,529,24/09/2010,NI009A,Nitzschia palea,3,99
R,1683348,529,24/09/2010,GO080A,Gomphonema pumilum,1,99
R,1683348,529,24/09/2010,NA084A,Navicula atomus,1,99
R,1683348,529,24/09/2010,CY9999,Cyclotella sp.,2,99
R,1683348,529,24/09/2010,NA042A,Navicula minima,45,99
R,1683348,529,24/09/2010,MR001A,Meridion circulare,1,99
R,1683348,529,24/09/2010,CA002A,Caloneis bacillum,2,99
R,1683348,529,24/09/2010,NA009A,Navicula lanceolata,8,99
R,1683348,529,24/09/2010,NA669A,Navicula suchlandtii,2,99
R,1683348,529,24/09/2010,NI002A,Nitzschia fonticola,1,99
R,1683348,529,24/09/2010,RC002A,Rhoicosphenia abbreviata,37,99
R,1683348,529,24/09/2010,GO003A,Gomphonema angustatum,2,99
R,1683348,529,24/09/2010,RE001A,Reimeria sinuata,2,99
R,1683348,529,24/09/2010,ZZZ835,Achnanthidium minutissimum type,12,99
R,1683348,529,24/09/2010,ME015A,Melosira varians,2,99
R,1683348,529,24/09/2010,NI043A,Nitzschia inconspicua,28,99
R,1683348,529,24/09/2010,GO001A,Gomphonema olivaceum,5,99
R,1683348,529,24/09/2010,SU073A,Surirella brebissonii,1,99
R,1683348,529,24/09/2010,AM012A,Amphora pediculus,86,99
R,1683348,529,24/09/2010,NA745A,Navicula capitatoradiata,2,99
R,1683348,529,24/09/2010,GO043A,Gomphonema insigne,1,99
R,1683348,529,24/09/2010,SY001A,Synedra ulna,1,99
R,1683348,529,24/09/2010,CO001B,Cocconeis placentula var. euglypta,59,99
R,1683348,529,24/09/2010,NI008A,Nitzschia frustulum,2,99
R,1683348,529,24/09/2010,NA095A,Navicula tripunctata,1,99
R,1683348,529,24/09/2010,NA063A,Navicula trivialis,1,99
R,1683361,4638,10/09/2010,ST9999,Stephanodiscus sp.,1,23
R,1683361,4638,10/09/2010,ZZZ835,Achnanthidium minutissimum type,38,23
R,1683361,4638,10/09/2010,FR007A,Fragilaria vaucheriae,55,23
R,1683361,4638,10/09/2010,NI018A,Nitzschia dubia,1,23
R,1683361,4638,10/09/2010,GO050A,Gomphonema minutum,4,23
R,1683361,4638,10/09/2010,NA751A,Navicula cryptotenella,2,23
R,1683361,4638,10/09/2010,NI015A,Nitzschia dissipata,2,23
R,1683361,4638,10/09/2010,AM012A,Amphora pediculus,2,23
R,1683361,4638,10/09/2010,EY016A,Encyonema silesiacum,3,23
R,1683361,4638,10/09/2010,FR009B,Fragilaria capucina var. mesolepta,6,23
R,1683361,4638,10/09/2010,NI033A,Nitzschia paleacea,9,23
R,1683361,4638,10/09/2010,NA669A,Navicula suchlandtii,1,23
R,1683361,4638,10/09/2010,GO013C,Gomphonema parvulum var. exilissimum,6,23
R,1683361,4638,10/09/2010,NA084A,Navicula atomus,1,23
R,1683361,4638,10/09/2010,SU073A,Surirella brebissonii,1,23
R,1683361,4638,10/09/2010,NA084A,Navicula atomus,2,23
R,1683361,4638,10/09/2010,CO001A,Cocconeis placentula,1,23
R,1683361,4638,10/09/2010,NA007A,Navicula cryptocephala,2,23
R,1683361,4638,10/09/2010,ZZZ911,Achnanthidium subatomus,3,23
R,1683361,4638,10/09/2010,NA009A,Navicula lanceolata,4,23
R,1683361,4638,10/09/2010,NI009A,Nitzschia palea,1,23
R,1683361,4638,10/09/2010,CO001C,Cocconeis placentula var. lineata,4,23
R,1683361,4638,10/09/2010,FR026A,Fragilaria bidens,10,23
R,1683361,4638,10/09/2010,FR009H,Fragilaria capucina var. gracilis,24,23
R,1683361,4638,10/09/2010,NA023A,Navicula gregaria,10,23
R,1683361,4638,10/09/2010,ZZZ941,Diatoma problematica,2,23
R,1683361,4638,10/09/2010,NI009C,Nitzschia palea var. debilis,8,23
R,1683361,4638,10/09/2010,ME015A,Melosira varians,38,23
R,1683361,4638,10/09/2010,ZZZ988,Navicula viridula var. germainii,21,23
R,1683361,4638,10/09/2010,FR009G,Fragilaria capucina var. rumpens,5,23
R,1683361,4638,10/09/2010,CO001A,Cocconeis placentula,14,23
R,1683361,4638,10/09/2010,ZZZ897,Planothidium lanceolatum,2,23
R,1683361,4638,10/09/2010,NA617A,Navicula saprophila,7,23
R,1683361,4638,10/09/2010,SU001A,Surirella angusta,1,23
R,1683361,4638,10/09/2010,NI171A,Nitzschia subacicularis,5,23
R,1683361,4638,10/09/2010,EY011A,Encyonema minutum,3,23
R,1683361,4638,10/09/2010,YH001A,Ctenophora pulchella,12,23
R,1683361,4638,10/09/2010,NA112A,Navicula minuscula,4,23
R,1683361,4638,10/09/2010,SY003A,Synedra acus,1,23
R,1683361,4638,10/09/2010,CY9999,Cyclotella sp.,3,23
R,1683361,4638,10/09/2010,GO9999,Gomphonema sp.,1,23
R,1687461,122924,19/10/2010,EY011A,Encyonema minutum,9,65
R,1687461,122924,19/10/2010,NI042A,Nitzschia acicularis,1,65
R,1687461,122924,19/10/2010,NA095A,Navicula tripunctata,1,65
R,1687461,122924,19/10/2010,NA009A,Navicula lanceolata,1,65
R,1687461,122924,19/10/2010,RE001A,Reimeria sinuata,3,65
R,1687461,122924,19/10/2010,AC037A,Achnanthes biasolettiana,108,65
R,1687461,122924,19/10/2010,NA023A,Navicula gregaria,17,65
R,1687461,122924,19/10/2010,FR009A,Fragilaria capucina,4,65
R,1687461,122924,19/10/2010,ZZZ835,Achnanthidium minutissimum type,168,65
R,1687461,122924,19/10/2010,CO001B,Cocconeis placentula var. euglypta,1,65
R,1687461,122924,19/10/2010,RC002A,Rhoicosphenia abbreviata,2,65
R,1687461,122924,19/10/2010,NA026A,Navicula reinhardtii,1,65
R,1687579,122783,15/10/2010,EY011A,Encyonema minutum,24,32
R,1687579,122783,15/10/2010,GO023A,Gomphonema truncatum,1,32
R,1687579,122783,15/10/2010,NA009A,Navicula lanceolata,14,32
R,1687579,122783,15/10/2010,ZZZ835,Achnanthidium minutissimum type,241,32
R,1687579,122783,15/10/2010,SY001A,Synedra ulna,2,32
R,1687579,122783,15/10/2010,MR001A,Meridion circulare,2,32
R,1687579,122783,15/10/2010,FR007A,Fragilaria vaucheriae,6,32
R,1687579,122783,15/10/2010,ME015A,Melosira varians,4,32
R,1687579,122783,15/10/2010,EY9999,Encyonema sp.,1,32
R,1687579,122783,15/10/2010,NI025A,Nitzschia recta,1,32
R,1687579,122783,15/10/2010,EU020A,Eunotia meisteri,2,32
R,1687579,122783,15/10/2010,AC143A,Achnanthes oblongella,19,32
R,1687579,122783,15/10/2010,GO013C,Gomphonema parvulum var. exilissimum,2,32
R,1687579,122783,15/10/2010,NI033A,Nitzschia paleacea,1,32
R,1687579,122783,15/10/2010,NA023A,Navicula gregaria,24,32
R,1687579,122783,15/10/2010,NI015A,Nitzschia dissipata,1,32
R,1687579,122783,15/10/2010,CO005A,Cocconeis pediculus,8,32
R,1687579,122783,15/10/2010,GO9999,Gomphonema sp.,6,32
R,1687579,122783,15/10/2010,GM002A,Gomphoneis olivaceoides,1,32
R,1687579,122783,15/10/2010,CO001B,Cocconeis placentula var. euglypta,3,32
R,1687579,122783,15/10/2010,AC001R,Achnanthes lanceolata subsp. frequentissima,3,32
R,1687579,122783,15/10/2010,TA001A,Tabellaria flocculosa,2,32
R,1687579,122783,15/10/2010,FR009A,Fragilaria capucina,24,32
R,1687579,122783,15/10/2010,NI002A,Nitzschia fonticola,1,32
R,1687579,122783,15/10/2010,NI043A,Nitzschia inconspicua,3,32
R,1687579,122783,15/10/2010,RE001A,Reimeria sinuata,13,32
R,1687579,122783,15/10/2010,NA675A,Navicula tenelloides,1,32
R,1687579,122783,15/10/2010,NI008A,Nitzschia frustulum,5,32
R,1687579,122783,15/10/2010,ZZZ986,Cocconeis placentula var. pseudolineata,2,32
R,1687579,122783,15/10/2010,EY016A,Encyonema silesiacum,2,32
R,1687579,122783,15/10/2010,FR006A,Fragilaria brevistriata,3,32
R,1687579,122783,15/10/2010,PI9999,Pinnularia sp.,1,32
R,1687579,122783,15/10/2010,CO001A,Cocconeis placentula,2,32
R,1687579,122783,15/10/2010,FR026A,Fragilaria bidens,2,32
R,1687600,122766,26/11/2010,NA675A,Navicula tenelloides,2,43
R,1687600,122766,26/11/2010,GO013C,Gomphonema parvulum var. exilissimum,1,43
R,1687600,122766,26/11/2010,ZZZ835,Achnanthidium minutissimum type,43,43
R,1687600,122766,26/11/2010,RE001A,Reimeria sinuata,5,43
R,1687600,122766,26/11/2010,CO001B,Cocconeis placentula var. euglypta,7,43
R,1687600,122766,26/11/2010,CO005A,Cocconeis pediculus,2,43
R,1687600,122766,26/11/2010,AS001A,Asterionella formosa,6,43
R,1687600,122766,26/11/2010,MR001A,Meridion circulare,1,43
R,1687600,122766,26/11/2010,AC143A,Achnanthes oblongella,24,43
R,1687600,122766,26/11/2010,EY011A,Encyonema minutum,3,43
R,1687600,122766,26/11/2010,NI166A,Nitzschia sociabilis,19,43
R,1687600,122766,26/11/2010,ZZZ986,Cocconeis placentula var. pseudolineata,3,43
R,1687600,122766,26/11/2010,SA9999,Stauroneis sp.,1,43
R,1687600,122766,26/11/2010,EU002A,Eunotia pectinalis,1,43
R,1687600,122766,26/11/2010,NI186A,Nitzschia valdestriata,2,43
R,1687600,122766,26/11/2010,NI9999,Nitzschia sp.,6,43
R,1687600,122766,26/11/2010,RC002A,Rhoicosphenia abbreviata,15,43
R,1687600,122766,26/11/2010,GO001A,Gomphonema olivaceum,1,43
R,1687600,122766,26/11/2010,AC001R,Achnanthes lanceolata subsp. frequentissima,23,43
R,1687600,122766,26/11/2010,NA9999,Navicula sp.,2,43
R,1687600,122766,26/11/2010,FR007A,Fragilaria vaucheriae,1,43
R,1687600,122766,26/11/2010,CY9999,Cyclotella sp.,1,43
R,1687600,122766,26/11/2010,NA009A,Navicula lanceolata,24,43
R,1687600,122766,26/11/2010,EY016A,Encyonema silesiacum,1,43
R,1687600,122766,26/11/2010,SL9999,Sellaphora sp.,1,43
R,1687600,122766,26/11/2010,EY015A,Encyonema reichardtii,7,43
R,1687600,122766,26/11/2010,NI127A,Nitzschia levidensis,2,43
R,1687600,122766,26/11/2010,FU001A,Frustulia vulgaris,3,43
R,1687600,122766,26/11/2010,TA001A,Tabellaria flocculosa,27,43
R,1687600,122766,26/11/2010,DT004A,Diatoma tenue,2,43
R,1687600,122766,26/11/2010,NA023A,Navicula gregaria,95,43
R,1687600,122766,26/11/2010,NA771A,Navicula cryptotenelloides,2,43
R,1687600,122766,26/11/2010,AM012A,Amphora pediculus,32,43
R,1687600,122766,26/11/2010,GO013A,Gomphonema parvulum,4,43
R,1687600,122766,26/11/2010,NA095A,Navicula tripunctata,1,43
R,1687600,122766,26/11/2010,NI043A,Nitzschia inconspicua,2,43
R,1687607,124876,15/10/2010,NI9999,Nitzschia sp.,2,67
R,1687607,124876,15/10/2010,AC001A,Achnanthes lanceolata,6,67
R,1687607,124876,15/10/2010,CO001B,Cocconeis placentula var. euglypta,2,67
R,1687607,124876,15/10/2010,FR007A,Fragilaria vaucheriae,5,67
R,1687607,124876,15/10/2010,FR026A,Fragilaria bidens,2,67
R,1687607,124876,15/10/2010,ZZZ835,Achnanthidium minutissimum type,20,67
R,1687607,124876,15/10/2010,EY015A,Encyonema reichardtii,1,67
R,1687607,124876,15/10/2010,CO005A,Cocconeis pediculus,1,67
R,1687607,124876,15/10/2010,RE001A,Reimeria sinuata,30,67
R,1687607,124876,15/10/2010,ZZZ941,Diatoma problematica,6,67
R,1687607,124876,15/10/2010,RC002A,Rhoicosphenia abbreviata,4,67
R,1687607,124876,15/10/2010,NA023A,Navicula gregaria,99,67
R,1687607,124876,15/10/2010,AM012A,Amphora pediculus,11,67
R,1687607,124876,15/10/2010,NA009A,Navicula lanceolata,100,67
R,1687607,124876,15/10/2010,YH001A,Ctenophora pulchella,2,67
R,1687607,124876,15/10/2010,GO9999,Gomphonema sp.,4,67
R,1687607,124876,15/10/2010,EY9999,Encyonema sp.,1,67
R,1687607,124876,15/10/2010,AC143A,Achnanthes oblongella,11,67
R,1687607,124876,15/10/2010,CO001A,Cocconeis placentula,1,67
R,1687607,124876,15/10/2010,ZZZ869,Placoneis placentula,1,67
R,1687607,124876,15/10/2010,GM001A,Gomphoneis olivaceum,1,67
R,1687607,124876,15/10/2010,FR006A,Fragilaria brevistriata,1,67
R,1687607,124876,15/10/2010,NI009A,Nitzschia palea,4,67
R,1687607,124876,15/10/2010,NA095A,Navicula tripunctata,5,67
R,1687607,124876,15/10/2010,NA026A,Navicula reinhardtii,1,67
R,1687607,124876,15/10/2010,NI028A,Nitzschia capitellata,1,67
R,1687607,124876,15/10/2010,FR009A,Fragilaria capucina,17,67
R,1687607,124876,15/10/2010,EY011A,Encyonema minutum,22,67
R,1687778,123172,25/11/2010,YH001A,Ctenophora pulchella,5,10
R,1687778,123172,25/11/2010,RC002A,Rhoicosphenia abbreviata,13,10
R,1687778,123172,25/11/2010,FR007A,Fragilaria vaucheriae,1,10
R,1687778,123172,25/11/2010,AC037A,Achnanthes biasolettiana,10,10
R,1687778,123172,25/11/2010,NA007A,Navicula cryptocephala,1,10
R,1687778,123172,25/11/2010,ZZZ835,Achnanthidium minutissimum type,127,10
R,1687778,123172,25/11/2010,DT004A,Diatoma tenue,2,10
R,1687778,123172,25/11/2010,CO001C,Cocconeis placentula var. lineata,1,10
R,1687778,123172,25/11/2010,FR009A,Fragilaria capucina,6,10
R,1687778,123172,25/11/2010,SL001A,Sellaphora pupula,3,10
R,1687778,123172,25/11/2010,PI022A,Pinnularia subcapitata,1,10
R,1687778,123172,25/11/2010,TA001A,Tabellaria flocculosa,2,10
R,1687778,123172,25/11/2010,EY017A,Encyonema gracile,31,10
R,1687778,123172,25/11/2010,AC143A,Achnanthes oblongella,18,10
R,1687778,123172,25/11/2010,EU9999,Eunotia sp.,3,10
R,1687778,123172,25/11/2010,GO013A,Gomphonema parvulum,4,10
R,1687778,123172,25/11/2010,GO013C,Gomphonema parvulum var. exilissimum,111,10
R,1687778,123172,25/11/2010,SS002A,Staurosirella pinnata,1,10
R,1687778,123172,25/11/2010,GO050A,Gomphonema minutum,5,10
R,1687778,123172,25/11/2010,BR001A,Brachysira vitrea,1,10
R,1687778,123172,25/11/2010,NI025A,Nitzschia recta,1,10
R,1687783,123153,15/10/2010,GO013C,Gomphonema parvulum var. exilissimum,4,7
R,1687783,123153,15/10/2010,MR001A,Meridion circulare,3,7
R,1687783,123153,15/10/2010,AC037A,Achnanthes biasolettiana,13,7
R,1687783,123153,15/10/2010,GM002A,Gomphoneis olivaceoides,15,7
R,1687783,123153,15/10/2010,EU110A,Eunotia minor,5,7
R,1687783,123153,15/10/2010,FR026A,Fragilaria bidens,1,7
R,1687783,123153,15/10/2010,NA009A,Navicula lanceolata,2,7
R,1687783,123153,15/10/2010,HN001A,Hannaea arcus,1,7
R,1687783,123153,15/10/2010,FR009A,Fragilaria capucina,19,7
R,1687783,123153,15/10/2010,CO001C,Cocconeis placentula var. lineata,1,7
R,1687783,123153,15/10/2010,UN9999,Unknown diatom,10,7
R,1687783,123153,15/10/2010,AC143A,Achnanthes oblongella,13,7
R,1687783,123153,15/10/2010,TA001A,Tabellaria flocculosa,22,7
R,1687783,123153,15/10/2010,YH001A,Ctenophora pulchella,3,7
R,1687783,123153,15/10/2010,ZZZ835,Achnanthidium minutissimum type,272,7
R,1687826,122783,15/10/2010,ZZZ835,Achnanthidium minutissimum type,241,32
R,1687826,122783,15/10/2010,PI9999,Pinnularia sp.,1,32
R,1687826,122783,15/10/2010,EU020A,Eunotia meisteri,2,32
R,1687826,122783,15/10/2010,NA023A,Navicula gregaria,24,32
R,1687826,122783,15/10/2010,NI043A,Nitzschia inconspicua,3,32
R,1687826,122783,15/10/2010,TA001A,Tabellaria flocculosa,2,32
R,1687826,122783,15/10/2010,GO023A,Gomphonema truncatum,1,32
R,1687826,122783,15/10/2010,SY001A,Synedra ulna,2,32
R,1687826,122783,15/10/2010,EY011A,Encyonema minutum,24,32
R,1687826,122783,15/10/2010,AC143A,Achnanthes oblongella,19,32
R,1687826,122783,15/10/2010,CO001B,Cocconeis placentula var. euglypta,3,32
R,1687826,122783,15/10/2010,CO005A,Cocconeis pediculus,8,32
R,1687826,122783,15/10/2010,EY9999,Encyonema sp.,1,32
R,1687826,122783,15/10/2010,CO001A,Cocconeis placentula,2,32
R,1687826,122783,15/10/2010,NI025A,Nitzschia recta,1,32
R,1687826,122783,15/10/2010,ZZZ986,Cocconeis placentula var. pseudolineata,2,32
R,1687826,122783,15/10/2010,NA675A,Navicula tenelloides,1,32
R,1687826,122783,15/10/2010,AC001R,Achnanthes lanceolata subsp. frequentissima,3,32
R,1687826,122783,15/10/2010,FR009A,Fragilaria capucina,24,32
R,1687826,122783,15/10/2010,FR007A,Fragilaria vaucheriae,6,32
R,1687826,122783,15/10/2010,GM002A,Gomphoneis olivaceoides,1,32
R,1687826,122783,15/10/2010,ME015A,Melosira varians,4,32
R,1687826,122783,15/10/2010,GO9999,Gomphonema sp.,6,32
R,1687826,122783,15/10/2010,NI002A,Nitzschia fonticola,1,32
R,1687826,122783,15/10/2010,NI015A,Nitzschia dissipata,1,32
R,1687826,122783,15/10/2010,RE001A,Reimeria sinuata,13,32
R,1687826,122783,15/10/2010,FR006A,Fragilaria brevistriata,3,32
R,1687826,122783,15/10/2010,FR026A,Fragilaria bidens,2,32
R,1687826,122783,15/10/2010,EY016A,Encyonema silesiacum,2,32
R,1687826,122783,15/10/2010,GO013C,Gomphonema parvulum var. exilissimum,2,32
R,1687826,122783,15/10/2010,NI033A,Nitzschia paleacea,1,32
R,1687826,122783,15/10/2010,MR001A,Meridion circulare,2,32
R,1687826,122783,15/10/2010,NA009A,Navicula lanceolata,14,32
R,1687826,122783,15/10/2010,NI008A,Nitzschia frustulum,5,32
R,1687829,123153,03/08/2010,HN001A,Hannaea arcus,1,7
R,1687829,123153,03/08/2010,EU002A,Eunotia pectinalis,1,7
R,1687829,123153,03/08/2010,ZZZ835,Achnanthidium minutissimum type,245,7
R,1687829,123153,03/08/2010,GO013C,Gomphonema parvulum var. exilissimum,6,7
R,1687829,123153,03/08/2010,EY016A,Encyonema silesiacum,5,7
R,1687829,123153,03/08/2010,GO004A,Gomphonema gracile,4,7
R,1687829,123153,03/08/2010,FR009A,Fragilaria capucina,30,7
R,1687829,123153,03/08/2010,FR009L,Fragilaria capucina var. amphicephala,1,7
R,1687829,123153,03/08/2010,AC143A,Achnanthes oblongella,1,7
R,1687829,123153,03/08/2010,RE001A,Reimeria sinuata,1,7
R,1687829,123153,03/08/2010,EY011A,Encyonema minutum,5,7
R,1687829,123153,03/08/2010,RC002A,Rhoicosphenia abbreviata,7,7
R,1687829,123153,03/08/2010,TA001A,Tabellaria flocculosa,4,7
R,1687829,123153,03/08/2010,EY017A,Encyonema gracile,1,7
R,1687829,123153,03/08/2010,FR007A,Fragilaria vaucheriae,7,7
R,1687829,123153,03/08/2010,GO013A,Gomphonema parvulum,1,7
R,1687829,123153,03/08/2010,NA462A,Navicula joubaudii,1,7
R,1687829,123153,03/08/2010,YH001A,Ctenophora pulchella,2,7
R,1687829,123153,03/08/2010,FR026A,Fragilaria bidens,8,7
R,1687848,134707,02/12/2010,NI184A,Nitzschia umbonata,1,156
R,1687848,134707,02/12/2010,AC001A,Achnanthes lanceolata,2,156
R,1687848,134707,02/12/2010,RC002A,Rhoicosphenia abbreviata,2,156
R,1687848,134707,02/12/2010,NA009A,Navicula lanceolata,3,156
R,1687848,134707,02/12/2010,AC9999,Achnanthes sp.,4,156
R,1687848,134707,02/12/2010,ZZZ835,Achnanthidium minutissimum type,33,156
R,1687848,134707,02/12/2010,NI028A,Nitzschia capitellata,1,156
R,1687848,134707,02/12/2010,SY001A,Synedra ulna,31,156
R,1687848,134707,02/12/2010,NA095A,Navicula tripunctata,1,156
R,1687848,134707,02/12/2010,CO9999,Cocconeis sp.,1,156
R,1687848,134707,02/12/2010,DT004A,Diatoma tenue,4,156
R,1687848,134707,02/12/2010,NI002A,Nitzschia fonticola,3,156
R,1687848,134707,02/12/2010,NA042A,Navicula minima,5,156
R,1687848,134707,02/12/2010,FR006A,Fragilaria brevistriata,10,156
R,1687848,134707,02/12/2010,NA066A,Navicula capitata,2,156
R,1687848,134707,02/12/2010,MR001A,Meridion circulare,10,156
R,1687848,134707,02/12/2010,NA008A,Navicula rhynchocephala,1,156
R,1687848,134707,02/12/2010,SA001A,Stauroneis anceps,2,156
R,1687848,134707,02/12/2010,NI184A,Nitzschia umbonata,1,156
R,1687848,134707,02/12/2010,SS002A,Staurosirella pinnata,4,156
R,1687848,134707,02/12/2010,NI9999,Nitzschia sp.,6,156
R,1687848,134707,02/12/2010,NA023A,Navicula gregaria,1,156
R,1687848,134707,02/12/2010,NI015A,Nitzschia dissipata,3,156
R,1687848,134707,02/12/2010,GO013A,Gomphonema parvulum,22,156
R,1687848,134707,02/12/2010,AC143A,Achnanthes oblongella,13,156
R,1687848,134707,02/12/2010,FR9999,Fragilaria sp.,1,156
R,1687848,134707,02/12/2010,FR009A,Fragilaria capucina,50,156
R,1687848,134707,02/12/2010,FR060A,Fragilaria tenera,1,156
R,1687848,134707,02/12/2010,TH031A,Thalassiosira pseudonana,2,156
R,1687848,134707,02/12/2010,AM012A,Amphora pediculus,7,156
R,1687848,134707,02/12/2010,NI025A,Nitzschia recta,2,156
R,1687848,134707,02/12/2010,SS003A,Staurosirella leptostauron,4,156
R,1687848,134707,02/12/2010,FR007A,Fragilaria vaucheriae,82,156
R,1687848,134707,02/12/2010,PI9999,Pinnularia sp.,6,156
R,1687848,134707,02/12/2010,ME015A,Melosira varians,2,156
R,1687848,134707,02/12/2010,NA761A,Navicula lenzii,2,156
R,1687848,134707,02/12/2010,UN9999,Unknown diatom,3,156
R,1687851,300379,02/12/2010,NA095A,Navicula tripunctata,21,210
R,1687851,300379,02/12/2010,NA063A,Navicula trivialis,3,210
R,1687851,300379,02/12/2010,SY001A,Synedra ulna,15,210
R,1687851,300379,02/12/2010,ME015A,Melosira varians,2,210
R,1687851,300379,02/12/2010,NA9999,Navicula sp.,1,210
R,1687851,300379,02/12/2010,NA023A,Navicula gregaria,27,210
R,1687851,300379,02/12/2010,FR9999,Fragilaria sp.,6,210
R,1687851,300379,02/12/2010,PI9999,Pinnularia sp.,3,210
R,1687851,300379,02/12/2010,FR009A,Fragilaria capucina,24,210
R,1687851,300379,02/12/2010,SU005A,Surirella linearis,1,210
R,1687851,300379,02/12/2010,NA054A,Navicula veneta,1,210
R,1687851,300379,02/12/2010,GO013A,Gomphonema parvulum,3,210
R,1687851,300379,02/12/2010,NI127A,Nitzschia levidensis,1,210
R,1687851,300379,02/12/2010,NA675A,Navicula tenelloides,2,210
R,1687851,300379,02/12/2010,RC002A,Rhoicosphenia abbreviata,23,210
R,1687851,300379,02/12/2010,NI034A,Nitzschia hantzschiana,3,210
R,1687851,300379,02/12/2010,UN9999,Unknown diatom,2,210
R,1687851,300379,02/12/2010,NA751A,Navicula cryptotenella,2,210
R,1687851,300379,02/12/2010,CO001B,Cocconeis placentula var. euglypta,11,210
R,1687851,300379,02/12/2010,SS002A,Staurosirella pinnata,2,210
R,1687851,300379,02/12/2010,ZZZ987,Naviculoid (small undiff),2,210
R,1687851,300379,02/12/2010,NI014A,Nitzschia amphibia,4,210
R,1687851,300379,02/12/2010,ZZZ835,Achnanthidium minutissimum type,58,210
R,1687851,300379,02/12/2010,EY016A,Encyonema silesiacum,1,210
R,1687851,300379,02/12/2010,NA009A,Navicula lanceolata,40,210
R,1687851,300379,02/12/2010,AM9999,Amphora sp.,2,210
R,1687851,300379,02/12/2010,NI9999,Nitzschia sp.,7,210
R,1687851,300379,02/12/2010,AM012A,Amphora pediculus,20,210
R,1687851,300379,02/12/2010,AC143A,Achnanthes oblongella,8,210
R,1687851,300379,02/12/2010,AC001R,Achnanthes lanceolata subsp. frequentissima,21,210
R,1687851,300379,02/12/2010,NI033A,Nitzschia paleacea,3,210
R,1687851,300379,02/12/2010,GO052A,Gomphonema olivaceoides,2,210
R,1687851,300379,02/12/2010,FR007A,Fragilaria vaucheriae,4,210
R,1687851,300379,02/12/2010,NA007A,Navicula cryptocephala,6,210
R,1687851,300379,02/12/2010,NA021A,Navicula cincta,1,210
R,1687851,300379,02/12/2010,DA005A,Diadesmis contenta,1,210
R,1687851,300379,02/12/2010,FR9999,Fragilaria sp.,6,210
R,1687851,300379,02/12/2010,NA008A,Navicula rhynchocephala,1,210
R,1687851,300379,02/12/2010,GO9999,Gomphonema sp.,12,210
R,1687851,300379,02/12/2010,SL001A,Sellaphora pupula,2,210
R,1687891,123096,18/10/2010,DT004A,Diatoma tenue,4,73
R,1687891,123096,18/10/2010,NA066A,Navicula capitata,2,73
R,1687891,123096,18/10/2010,AC143A,Achnanthes oblongella,3,73
R,1687891,123096,18/10/2010,NI014A,Nitzschia amphibia,1,73
R,1687891,123096,18/10/2010,EY016A,Encyonema silesiacum,1,73
R,1687891,123096,18/10/2010,ZZZ986,Cocconeis placentula var. pseudolineata,3,73
